Customer Name,Customer Name (Orders$1),Customer Segment,Customer Segment (Orders$1),Order Date,Order Date (Orders$1),Order ID,Order ID (Orders$1),Order Priority,Order Priority (Orders$1),Product Category,Product Category (Orders$1),Product Container,Product Container (Orders$1),Product Name,Product Name (Orders$1),Product Sub-Category,Product Sub-Category (Orders$1),Province,Province (Orders$1),Region,Region (Orders$1),Row ID,Row ID (Orders$1),Ship Date,Ship Date (Orders$1),Ship Mode,Ship Mode (Orders$1),Antecedent All Order IDs,Co-occurance Order IDs,Consequent All Order IDs,Discount,Discount (Orders$1),Donut,Number of Records,One,Order Quantity,Order Quantity (Orders$1),Product Base Margin,Product Base Margin (Orders$1),Profit,Profit (Orders$1),Sales,Sales (Orders$1),Shipping Cost,Shipping Cost (Orders$1),Unit Price,Unit Price (Orders$1)
Julia West,Julia Barnett,Home Office,Home Office,1/6/2009 12:00:00 AM,1/6/2009 12:00:00 AM,23488,23488,Critical,High,Furniture,Office Supplies,Jumbo Box,Wrap Bag,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Newell 342,Bookcases,Pens & Art Supplies,Northwest Territories,Yukon,Northwest Territories,Yukon,3284,3283,1/7/2009 12:00:00 AM,1/8/2009 12:00:00 AM,Delivery Truck,Regular Air,,,,0.04,0.03,0,1,1,30,29,0.62,0.56,-11053.6,-73.19,26133.39,101.77,44.55,3.97,880.98,3.28
Craig Leslie,Craig Leslie,Consumer,Consumer,1/6/2009 12:00:00 AM,1/6/2009 12:00:00 AM,14274,14274,Not Specified,Not Specified,Technology,Office Supplies,Small Box,Medium Box,Accessory35,Eldon Portable Mobile Manager,Telephones and Communication,Storage & Organization,Saskachewan,Saskachewan,Prarie,Prarie,2003,2002,1/7/2009 12:00:00 AM,1/8/2009 12:00:00 AM,Regular Air,Express Air,,,,0.03,0.01,0,1,1,2,46,0.55,0.58,-164.043,-40.72,61.7185,1413.89,1.1,13.99,35.99,28.28
Tracy Collins,Tracy Collins,Consumer,Consumer,1/6/2009 12:00:00 AM,1/6/2009 12:00:00 AM,16961,16961,Not Specified,Not Specified,Technology,Office Supplies,Small Pack,Small Box,BASF Silver 74 Minute CD-R,Xerox 19,Computer Peripherals,Paper,New Brunswick,New Brunswick,Atlantic,Atlantic,2350,2351,1/7/2009 12:00:00 AM,1/8/2009 12:00:00 AM,Regular Air,Regular Air,,,,0.06,0.01,0,1,1,27,34,0.51,0.4,-37.08,433.24,46.86,1089.59,1.99,5.09,1.7,30.98
Craig Leslie,Craig Leslie,Consumer,Consumer,1/6/2009 12:00:00 AM,1/6/2009 12:00:00 AM,14274,14274,Not Specified,Not Specified,Office Supplies,Furniture,Medium Box,Jumbo Drum,Eldon Portable Mobile Manager,Novimex Swivel Fabric Task Chair,Storage & Organization,Chairs & Chairmats,Saskachewan,Saskachewan,Prarie,Prarie,2002,2001,1/8/2009 12:00:00 AM,1/8/2009 12:00:00 AM,Express Air,Delivery Truck,,,,0.01,0.01,0,1,1,46,23,0.58,0.74,-40.72,112.44,1413.89,3674.08,13.99,30,28.28,150.98
Victor Price,Victor Price,Consumer,Consumer,1/6/2009 12:00:00 AM,1/6/2009 12:00:00 AM,6854,6854,Medium,Medium,Office Supplies,Furniture,Small Box,Small Pack,GBC VeloBinder Strips,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Binders and Binder Accessories,Office Furnishings,Manitoba,Manitoba,Prarie,Prarie,947,948,1/8/2009 12:00:00 AM,1/8/2009 12:00:00 AM,Express Air,Express Air,,,,0.07,0.05,0,1,1,1,19,0.35,0.37,-2.392,2.39,22.13,129.84,6.16,4.95,7.68,6.64
Craig Leslie,Craig Leslie,Consumer,Consumer,1/6/2009 12:00:00 AM,1/6/2009 12:00:00 AM,14274,14274,Not Specified,Not Specified,Furniture,Office Supplies,Jumbo Drum,Medium Box,Novimex Swivel Fabric Task Chair,Eldon Portable Mobile Manager,Chairs & Chairmats,Storage & Organization,Saskachewan,Saskachewan,Prarie,Prarie,2001,2002,1/8/2009 12:00:00 AM,1/8/2009 12:00:00 AM,Delivery Truck,Express Air,,,,0.01,0.01,0,1,1,23,46,0.74,0.58,112.44,-40.72,3674.08,1413.89,30,13.99,150.98,28.28
Victor Price,Victor Price,Consumer,Consumer,1/6/2009 12:00:00 AM,1/6/2009 12:00:00 AM,6854,6854,Medium,Medium,Furniture,Office Supplies,Small Pack,Small Box,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,GBC VeloBinder Strips,Office Furnishings,Binders and Binder Accessories,Manitoba,Manitoba,Prarie,Prarie,948,947,1/8/2009 12:00:00 AM,1/8/2009 12:00:00 AM,Express Air,Express Air,,,6854,0.05,0.07,0,1,1,19,1,0.37,0.35,2.39,-2.392,129.84,22.13,4.95,6.16,6.64,7.68
Maribeth Schnelling,Maribeth Schnelling,Corporate,Corporate,1/6/2009 12:00:00 AM,1/6/2009 12:00:00 AM,41094,41094,Low,Low,Office Supplies,Office Supplies,Large Box,Small Box,Tennsco Commercial Shelving,Xerox 227,Storage & Organization,Paper,New Brunswick,New Brunswick,Atlantic,Atlantic,5795,5794,1/10/2009 12:00:00 AM,1/8/2009 12:00:00 AM,Regular Air,Regular Air,,,,0.05,0.09,0,1,1,6,46,0.84,0.37,-153.46,-225.86,159.05,298.97,35,8.73,20.34,6.48
Maribeth Schnelling,Maribeth Schnelling,Corporate,Corporate,1/6/2009 12:00:00 AM,1/6/2009 12:00:00 AM,41094,41094,Low,Low,Office Supplies,Office Supplies,Small Box,Large Box,Xerox 227,Tennsco Commercial Shelving,Paper,Storage & Organization,New Brunswick,New Brunswick,Atlantic,Atlantic,5794,5795,1/8/2009 12:00:00 AM,1/10/2009 12:00:00 AM,Regular Air,Regular Air,,,,0.09,0.05,0,1,1,46,6,0.37,0.84,-225.86,-153.46,298.97,159.05,8.73,35,6.48,20.34
Jasper Cacioppo,Jasper Cacioppo,Home Office,Home Office,1/7/2009 12:00:00 AM,1/7/2009 12:00:00 AM,3073,3073,Medium,Medium,Technology,Office Supplies,Large Box,Small Box,Canon PC1060 Personal Laser Copier,Avery Reinforcements for Hole-Punch Pages,Copiers and Fax,Binders and Binder Accessories,Quebec,Quebec,Quebec,Quebec,451,450,1/8/2009 12:00:00 AM,1/8/2009 12:00:00 AM,Express Air,Regular Air,,,3073,0.07,0.05,0,1,1,3,3,0.41,0.4,-2314.74,-11.5805,2119.67,10.58,24.49,4.77,699.99,1.98
Jasper Cacioppo,Jasper Cacioppo,Home Office,Home Office,1/7/2009 12:00:00 AM,1/7/2009 12:00:00 AM,3073,3073,Medium,Medium,Technology,Office Supplies,Large Box,Small Box,Polycom ViewStation™ ISDN Videoconferencing Unit,Avery Reinforcements for Hole-Punch Pages,Office Machines,Binders and Binder Accessories,Quebec,Quebec,Quebec,Quebec,452,450,1/8/2009 12:00:00 AM,1/8/2009 12:00:00 AM,Regular Air,Regular Air,,,3073,0.07,0.05,0,1,1,7,3,0.39,0.4,102.610000000,-11.5805,45923.76,10.58,24.49,4.77,6783.02,1.98
Jasper Cacioppo,Jasper Cacioppo,Home Office,Home Office,1/7/2009 12:00:00 AM,1/7/2009 12:00:00 AM,3073,3073,Medium,Medium,Office Supplies,Technology,Small Box,Large Box,Avery Reinforcements for Hole-Punch Pages,Canon PC1060 Personal Laser Copier,Binders and Binder Accessories,Copiers and Fax,Quebec,Quebec,Quebec,Quebec,450,451,1/8/2009 12:00:00 AM,1/8/2009 12:00:00 AM,Regular Air,Express Air,,,,0.05,0.07,0,1,1,3,3,0.4,0.41,-11.5805,-2314.74,10.58,2119.67,4.77,24.49,1.98,699.99
Jasper Cacioppo,Jasper Cacioppo,Home Office,Home Office,1/7/2009 12:00:00 AM,1/7/2009 12:00:00 AM,3073,3073,Medium,Medium,Office Supplies,Technology,Small Box,Large Box,Avery Reinforcements for Hole-Punch Pages,Polycom ViewStation™ ISDN Videoconferencing Unit,Binders and Binder Accessories,Office Machines,Quebec,Quebec,Quebec,Quebec,450,452,1/8/2009 12:00:00 AM,1/8/2009 12:00:00 AM,Regular Air,Regular Air,,,,0.05,0.07,0,1,1,3,7,0.4,0.39,-11.5805,102.610000000,10.58,45923.76,4.77,24.49,1.98,6783.02
Jasper Cacioppo,Jasper Cacioppo,Home Office,Home Office,1/7/2009 12:00:00 AM,1/7/2009 12:00:00 AM,3073,3073,Medium,Medium,Technology,Technology,Large Box,Large Box,Polycom ViewStation™ ISDN Videoconferencing Unit,Canon PC1060 Personal Laser Copier,Office Machines,Copiers and Fax,Quebec,Quebec,Quebec,Quebec,452,451,1/8/2009 12:00:00 AM,1/8/2009 12:00:00 AM,Regular Air,Express Air,,,,0.07,0.07,0,1,1,7,3,0.39,0.41,102.610000000,-2314.74,45923.76,2119.67,24.49,24.49,6783.02,699.99
Jasper Cacioppo,Jasper Cacioppo,Home Office,Home Office,1/7/2009 12:00:00 AM,1/7/2009 12:00:00 AM,3073,3073,Medium,Medium,Technology,Technology,Large Box,Large Box,Canon PC1060 Personal Laser Copier,Polycom ViewStation™ ISDN Videoconferencing Unit,Copiers and Fax,Office Machines,Quebec,Quebec,Quebec,Quebec,451,452,1/8/2009 12:00:00 AM,1/8/2009 12:00:00 AM,Express Air,Regular Air,,,,0.07,0.07,0,1,1,3,7,0.41,0.39,-2314.74,102.610000000,2119.67,45923.76,24.49,24.49,699.99,6783.02
George Ashbrook,George Ashbrook,Consumer,Consumer,1/7/2009 12:00:00 AM,1/7/2009 12:00:00 AM,18405,18405,Medium,Medium,Technology,Office Supplies,Small Box,Small Box,Keytronic French Keyboard,Premium Transparent Presentation Covers by GBC,Computer Peripherals,Binders and Binder Accessories,Ontario,Ontario,Ontario,Ontario,2539,2538,1/10/2009 12:00:00 AM,1/9/2009 12:00:00 AM,Regular Air,Express Air,,,18405,0.03,0.09,0,1,1,2,30,0.65,0.37,-263.09,60.2735,158.04,610.65,14.52,8.83,73.98,20.98
George Ashbrook,George Ashbrook,Consumer,Consumer,1/7/2009 12:00:00 AM,1/7/2009 12:00:00 AM,18405,18405,Medium,Medium,Office Supplies,Technology,Small Box,Small Box,Premium Transparent Presentation Covers by GBC,Keytronic French Keyboard,Binders and Binder Accessories,Computer Peripherals,Ontario,Ontario,Ontario,Ontario,2538,2539,1/9/2009 12:00:00 AM,1/10/2009 12:00:00 AM,Express Air,Regular Air,,,,0.09,0.03,0,1,1,30,2,0.37,0.65,60.2735,-263.09,610.65,158.04,8.83,14.52,20.98,73.98
Sandra Flanagan,Sandra Flanagan,Home Office,Home Office,1/8/2009 12:00:00 AM,1/8/2009 12:00:00 AM,4193,4193,High,High,Office Supplies,Furniture,Small Box,Small Pack,Avery 491,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Labels,Office Furnishings,Ontario,Ontario,Ontario,Ontario,611,612,1/8/2009 12:00:00 AM,1/8/2009 12:00:00 AM,Regular Air,Regular Air,,,,0.07,0.03,0,1,1,16,3,0.39,0.44,14.42,64.25,64.29,75.77,0.99,8.99,4.13,22.72
Sandra Flanagan,Sandra Flanagan,Home Office,Home Office,1/8/2009 12:00:00 AM,1/8/2009 12:00:00 AM,4193,4193,High,High,Furniture,Office Supplies,Small Pack,Small Box,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Avery 491,Office Furnishings,Labels,Ontario,Ontario,Ontario,Ontario,612,611,1/8/2009 12:00:00 AM,1/8/2009 12:00:00 AM,Regular Air,Regular Air,,,,0.03,0.07,0,1,1,3,16,0.44,0.39,64.25,14.42,75.77,64.29,8.99,0.99,22.72,4.13
Mark Haberlin,Mark Haberlin,Small Business,Small Business,1/9/2009 12:00:00 AM,1/9/2009 12:00:00 AM,31715,31715,Not Specified,Not Specified,Office Supplies,Office Supplies,Small Box,Wrap Bag,"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Newell 337,Binders and Binder Accessories,Pens & Art Supplies,British Columbia,British Columbia,West,West,4450,4451,1/10/2009 12:00:00 AM,1/9/2009 12:00:00 AM,Regular Air,Regular Air,,,,0.01,0.05,0,1,1,11,44,0.36,0.56,-53.8545,-116.87,68.5,145.19,7.57,3.97,5.38,3.28
Mark Haberlin,Mark Haberlin,Small Business,Small Business,1/9/2009 12:00:00 AM,1/9/2009 12:00:00 AM,31715,31715,Not Specified,Not Specified,Office Supplies,Office Supplies,Wrap Bag,Small Box,Newell 337,"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Pens & Art Supplies,Binders and Binder Accessories,British Columbia,British Columbia,West,West,4451,4450,1/9/2009 12:00:00 AM,1/10/2009 12:00:00 AM,Regular Air,Regular Air,,,31715,0.05,0.01,0,1,1,44,11,0.56,0.36,-116.87,-53.8545,145.19,68.5,3.97,7.57,3.28,5.38
Mark Haberlin,Mark Haberlin,Small Business,Small Business,1/9/2009 12:00:00 AM,1/9/2009 12:00:00 AM,31715,31715,Not Specified,Not Specified,Office Supplies,Office Supplies,Wrap Bag,Small Box,Newell 339,"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Pens & Art Supplies,Binders and Binder Accessories,Nova Scotia,British Columbia,Atlantic,West,4449,4450,1/11/2009 12:00:00 AM,1/10/2009 12:00:00 AM,Regular Air,Regular Air,,,31715,0.09,0.01,0,1,1,24,11,0.59,0.36,-4.09,-53.8545,64.11,68.5,0.97,7.57,2.78,5.38
Mark Haberlin,Mark Haberlin,Small Business,Small Business,1/9/2009 12:00:00 AM,1/9/2009 12:00:00 AM,31715,31715,Not Specified,Not Specified,Office Supplies,Office Supplies,Small Box,Wrap Bag,"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Newell 339,Binders and Binder Accessories,Pens & Art Supplies,British Columbia,Nova Scotia,West,Atlantic,4450,4449,1/10/2009 12:00:00 AM,1/11/2009 12:00:00 AM,Regular Air,Regular Air,,,,0.01,0.09,0,1,1,11,24,0.36,0.59,-53.8545,-4.09,68.5,64.11,7.57,0.97,5.38,2.78
Kristina Nunn,Kristina Nunn,Consumer,Consumer,1/10/2009 12:00:00 AM,1/10/2009 12:00:00 AM,55367,55367,Critical,Critical,Office Supplies,Furniture,Wrap Bag,Jumbo Box,Newell 309,"Hon Metal Bookcases, Putty",Pens & Art Supplies,Bookcases,Nova Scotia,Nova Scotia,Atlantic,Atlantic,7732,7731,1/12/2009 12:00:00 AM,1/11/2009 12:00:00 AM,Regular Air,Delivery Truck,,,,0.05,0.05,0,1,1,48,31,0.55,0.56,129.87,-686.01,571.17,2137.1,2.36,46.74,11.55,70.98
Darren Powers,Darren Powers,Corporate,Corporate,1/10/2009 12:00:00 AM,1/10/2009 12:00:00 AM,14596,14596,Critical,Critical,Furniture,Office Supplies,Wrap Bag,Wrap Bag,Document Clip Frames,Newell 337,Office Furnishings,Pens & Art Supplies,Ontario,Ontario,Ontario,Ontario,2045,2046,1/12/2009 12:00:00 AM,1/11/2009 12:00:00 AM,Regular Air,Regular Air,,,,0.01,0.06,0,1,1,24,19,0.43,0.56,73.33,-53.75,199.12,63.14,0.96,3.97,8.34,3.28
Darren Powers,Darren Powers,Corporate,Corporate,1/10/2009 12:00:00 AM,1/10/2009 12:00:00 AM,14596,14596,Critical,Critical,Office Supplies,Furniture,Wrap Bag,Wrap Bag,Newell 337,Document Clip Frames,Pens & Art Supplies,Office Furnishings,Ontario,Ontario,Ontario,Ontario,2046,2045,1/11/2009 12:00:00 AM,1/12/2009 12:00:00 AM,Regular Air,Regular Air,,,,0.06,0.01,0,1,1,19,24,0.56,0.43,-53.75,73.33,63.14,199.12,3.97,0.96,3.28,8.34
Kristina Nunn,Kristina Nunn,Consumer,Consumer,1/10/2009 12:00:00 AM,1/10/2009 12:00:00 AM,55367,55367,Critical,Critical,Furniture,Office Supplies,Jumbo Box,Wrap Bag,"Hon Metal Bookcases, Putty",Newell 309,Bookcases,Pens & Art Supplies,Nova Scotia,Nova Scotia,Atlantic,Atlantic,7731,7732,1/11/2009 12:00:00 AM,1/12/2009 12:00:00 AM,Delivery Truck,Regular Air,,,,0.05,0.05,0,1,1,31,48,0.56,0.55,-686.01,129.87,2137.1,571.17,46.74,2.36,70.98,11.55
Maria Bertelson,Maria Bertelson,Home Office,Home Office,1/10/2009 12:00:00 AM,1/10/2009 12:00:00 AM,28290,28290,Low,Low,Technology,Office Supplies,Small Box,Small Box,"Fellowes Internet Keyboard, Platinum",Fellowes Super Stor/Drawer® Files,Computer Peripherals,Storage & Organization,Ontario,Ontario,Ontario,Ontario,3964,3965,1/14/2009 12:00:00 AM,1/12/2009 12:00:00 AM,Express Air,Express Air,,,,0.05,0.01,0,1,1,43,3,0.74,0.66,-154.24,-179.36,1307.35,523.58,8.65,19.99,30.42,161.55
Maria Bertelson,Maria Bertelson,Home Office,Home Office,1/10/2009 12:00:00 AM,1/10/2009 12:00:00 AM,28290,28290,Low,Low,Office Supplies,Technology,Small Box,Small Box,Fellowes Super Stor/Drawer® Files,"Fellowes Internet Keyboard, Platinum",Storage & Organization,Computer Peripherals,Ontario,Ontario,Ontario,Ontario,3965,3964,1/12/2009 12:00:00 AM,1/14/2009 12:00:00 AM,Express Air,Express Air,,,,0.01,0.05,0,1,1,3,43,0.66,0.74,-179.36,-154.24,523.58,1307.35,19.99,8.65,161.55,30.42
Michelle Moray,Michelle Moray,Corporate,Corporate,1/10/2009 12:00:00 AM,1/10/2009 12:00:00 AM,20037,20037,Low,Low,Technology,Furniture,Jumbo Drum,Small Box,Panasonic KX-P3200 Dot Matrix Printer,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",Office Machines,Office Furnishings,Saskachewan,Saskachewan,Prarie,Prarie,2776,2775,1/15/2009 12:00:00 AM,1/15/2009 12:00:00 AM,Delivery Truck,Regular Air,,,,0.03,0.02,0,1,1,49,35,0.57,0.42,4913.16,339.58,15137.11,1009.42,14.7,8.55,297.64,29.18
Michelle Moray,Michelle Moray,Corporate,Corporate,1/10/2009 12:00:00 AM,1/10/2009 12:00:00 AM,20037,20037,Low,Low,Furniture,Technology,Small Box,Jumbo Drum,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",Panasonic KX-P3200 Dot Matrix Printer,Office Furnishings,Office Machines,Saskachewan,Saskachewan,Prarie,Prarie,2775,2776,1/15/2009 12:00:00 AM,1/15/2009 12:00:00 AM,Regular Air,Delivery Truck,,,,0.02,0.03,0,1,1,35,49,0.42,0.57,339.58,4913.16,1009.42,15137.11,8.55,14.7,29.18,297.64
Bradley Drucker,Bradley Drucker,Small Business,Small Business,1/11/2009 12:00:00 AM,1/11/2009 12:00:00 AM,33797,33797,Not Specified,Not Specified,Technology,Office Supplies,Jumbo Drum,Small Box,Panasonic KX-P3200 Dot Matrix Printer,Xerox 188,Office Machines,Paper,Nova Scotia,Quebec,Atlantic,Quebec,4754,4758,1/11/2009 12:00:00 AM,1/11/2009 12:00:00 AM,Delivery Truck,Regular Air,,,,0.08,0.03,0,1,1,20,18,0.57,0.36,653.68,30.53,4531.34,216.87,14.7,5.01,297.64,11.34
Bradley Drucker,Bradley Drucker,Small Business,Small Business,1/11/2009 12:00:00 AM,1/11/2009 12:00:00 AM,33797,33797,Not Specified,Not Specified,Office Supplies,Technology,Small Box,Jumbo Drum,Xerox 188,Panasonic KX-P3200 Dot Matrix Printer,Paper,Office Machines,Quebec,Nova Scotia,Quebec,Atlantic,4758,4754,1/11/2009 12:00:00 AM,1/11/2009 12:00:00 AM,Regular Air,Delivery Truck,,,,0.03,0.08,0,1,1,18,20,0.36,0.57,30.53,653.68,216.87,4531.34,5.01,14.7,11.34,297.64
Bradley Drucker,Bradley Drucker,Small Business,Small Business,1/11/2009 12:00:00 AM,1/11/2009 12:00:00 AM,33797,33797,Not Specified,Not Specified,Furniture,Office Supplies,Large Box,Small Box,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Xerox 188,Office Furnishings,Paper,Nova Scotia,Quebec,Atlantic,Quebec,4755,4758,1/12/2009 12:00:00 AM,1/11/2009 12:00:00 AM,Regular Air,Regular Air,,,,0.02,0.03,0,1,1,44,18,0.73,0.36,-449.04,30.53,574.5,216.87,14.37,5.01,12.99,11.34
Bradley Drucker,Bradley Drucker,Small Business,Small Business,1/11/2009 12:00:00 AM,1/11/2009 12:00:00 AM,33797,33797,Not Specified,Not Specified,Office Supplies,Office Supplies,Medium Box,Small Box,Holmes Odor Grabber,Xerox 188,Appliances,Paper,Nova Scotia,Quebec,Atlantic,Quebec,4756,4758,1/12/2009 12:00:00 AM,1/11/2009 12:00:00 AM,Regular Air,Regular Air,33797,,,0.06,0.03,0,1,1,18,18,0.52,0.36,-22.37,30.53,262.94,216.87,6.75,5.01,14.42,11.34
Bradley Drucker,Bradley Drucker,Small Business,Small Business,1/11/2009 12:00:00 AM,1/11/2009 12:00:00 AM,33797,33797,Not Specified,Not Specified,Furniture,Technology,Large Box,Jumbo Drum,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Panasonic KX-P3200 Dot Matrix Printer,Office Furnishings,Office Machines,Nova Scotia,Nova Scotia,Atlantic,Atlantic,4755,4754,1/12/2009 12:00:00 AM,1/11/2009 12:00:00 AM,Regular Air,Delivery Truck,,,,0.02,0.08,0,1,1,44,20,0.73,0.57,-449.04,653.68,574.5,4531.34,14.37,14.7,12.99,297.64
Bradley Drucker,Bradley Drucker,Small Business,Small Business,1/11/2009 12:00:00 AM,1/11/2009 12:00:00 AM,33797,33797,Not Specified,Not Specified,Office Supplies,Technology,Medium Box,Jumbo Drum,Holmes Odor Grabber,Panasonic KX-P3200 Dot Matrix Printer,Appliances,Office Machines,Nova Scotia,Nova Scotia,Atlantic,Atlantic,4756,4754,1/12/2009 12:00:00 AM,1/11/2009 12:00:00 AM,Regular Air,Delivery Truck,33797,,,0.06,0.08,0,1,1,18,20,0.52,0.57,-22.37,653.68,262.94,4531.34,6.75,14.7,14.42,297.64
Bradley Drucker,Bradley Drucker,Small Business,Small Business,1/11/2009 12:00:00 AM,1/11/2009 12:00:00 AM,33797,33797,Not Specified,Not Specified,Furniture,Office Supplies,Small Box,Small Box,Eldon Image Series Black Desk Accessories,Xerox 188,Office Furnishings,Paper,Quebec,Quebec,Quebec,Quebec,4757,4758,1/13/2009 12:00:00 AM,1/11/2009 12:00:00 AM,Express Air,Regular Air,,,,0.05,0.03,0,1,1,29,18,0.49,0.36,-103.78,30.53,138.17,216.87,6.6,5.01,4.14,11.34
Bradley Drucker,Bradley Drucker,Small Business,Small Business,1/11/2009 12:00:00 AM,1/11/2009 12:00:00 AM,33797,33797,Not Specified,Not Specified,Furniture,Technology,Small Box,Jumbo Drum,Eldon Image Series Black Desk Accessories,Panasonic KX-P3200 Dot Matrix Printer,Office Furnishings,Office Machines,Quebec,Nova Scotia,Quebec,Atlantic,4757,4754,1/13/2009 12:00:00 AM,1/11/2009 12:00:00 AM,Express Air,Delivery Truck,,,,0.05,0.08,0,1,1,29,20,0.49,0.57,-103.78,653.68,138.17,4531.34,6.6,14.7,4.14,297.64
Bradley Drucker,Bradley Drucker,Small Business,Small Business,1/11/2009 12:00:00 AM,1/11/2009 12:00:00 AM,33797,33797,Not Specified,Not Specified,Office Supplies,Furniture,Small Box,Large Box,Xerox 188,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Paper,Office Furnishings,Quebec,Nova Scotia,Quebec,Atlantic,4758,4755,1/11/2009 12:00:00 AM,1/12/2009 12:00:00 AM,Regular Air,Regular Air,,,,0.03,0.02,0,1,1,18,44,0.36,0.73,30.53,-449.04,216.87,574.5,5.01,14.37,11.34,12.99
Bradley Drucker,Bradley Drucker,Small Business,Small Business,1/11/2009 12:00:00 AM,1/11/2009 12:00:00 AM,33797,33797,Not Specified,Not Specified,Technology,Furniture,Jumbo Drum,Large Box,Panasonic KX-P3200 Dot Matrix Printer,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Office Machines,Office Furnishings,Nova Scotia,Nova Scotia,Atlantic,Atlantic,4754,4755,1/11/2009 12:00:00 AM,1/12/2009 12:00:00 AM,Delivery Truck,Regular Air,,,,0.08,0.02,0,1,1,20,44,0.57,0.73,653.68,-449.04,4531.34,574.5,14.7,14.37,297.64,12.99
Bradley Drucker,Bradley Drucker,Small Business,Small Business,1/11/2009 12:00:00 AM,1/11/2009 12:00:00 AM,33797,33797,Not Specified,Not Specified,Office Supplies,Office Supplies,Small Box,Medium Box,Xerox 188,Holmes Odor Grabber,Paper,Appliances,Quebec,Nova Scotia,Quebec,Atlantic,4758,4756,1/11/2009 12:00:00 AM,1/12/2009 12:00:00 AM,Regular Air,Regular Air,,,,0.03,0.06,0,1,1,18,18,0.36,0.52,30.53,-22.37,216.87,262.94,5.01,6.75,11.34,14.42
Bradley Drucker,Bradley Drucker,Small Business,Small Business,1/11/2009 12:00:00 AM,1/11/2009 12:00:00 AM,33797,33797,Not Specified,Not Specified,Technology,Office Supplies,Jumbo Drum,Medium Box,Panasonic KX-P3200 Dot Matrix Printer,Holmes Odor Grabber,Office Machines,Appliances,Nova Scotia,Nova Scotia,Atlantic,Atlantic,4754,4756,1/11/2009 12:00:00 AM,1/12/2009 12:00:00 AM,Delivery Truck,Regular Air,,,,0.08,0.06,0,1,1,20,18,0.57,0.52,653.68,-22.37,4531.34,262.94,14.7,6.75,297.64,14.42
Bradley Drucker,Bradley Drucker,Small Business,Small Business,1/11/2009 12:00:00 AM,1/11/2009 12:00:00 AM,33797,33797,Not Specified,Not Specified,Office Supplies,Furniture,Medium Box,Large Box,Holmes Odor Grabber,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Appliances,Office Furnishings,Nova Scotia,Nova Scotia,Atlantic,Atlantic,4756,4755,1/12/2009 12:00:00 AM,1/12/2009 12:00:00 AM,Regular Air,Regular Air,33797,,,0.06,0.02,0,1,1,18,44,0.52,0.73,-22.37,-449.04,262.94,574.5,6.75,14.37,14.42,12.99
Bradley Drucker,Bradley Drucker,Small Business,Small Business,1/11/2009 12:00:00 AM,1/11/2009 12:00:00 AM,33797,33797,Not Specified,Not Specified,Furniture,Office Supplies,Large Box,Medium Box,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Holmes Odor Grabber,Office Furnishings,Appliances,Nova Scotia,Nova Scotia,Atlantic,Atlantic,4755,4756,1/12/2009 12:00:00 AM,1/12/2009 12:00:00 AM,Regular Air,Regular Air,,,,0.02,0.06,0,1,1,44,18,0.73,0.52,-449.04,-22.37,574.5,262.94,14.37,6.75,12.99,14.42
Bradley Drucker,Bradley Drucker,Small Business,Small Business,1/11/2009 12:00:00 AM,1/11/2009 12:00:00 AM,33797,33797,Not Specified,Not Specified,Furniture,Office Supplies,Small Box,Medium Box,Eldon Image Series Black Desk Accessories,Holmes Odor Grabber,Office Furnishings,Appliances,Quebec,Nova Scotia,Quebec,Atlantic,4757,4756,1/13/2009 12:00:00 AM,1/12/2009 12:00:00 AM,Express Air,Regular Air,,,,0.05,0.06,0,1,1,29,18,0.49,0.52,-103.78,-22.37,138.17,262.94,6.6,6.75,4.14,14.42
Bradley Drucker,Bradley Drucker,Small Business,Small Business,1/11/2009 12:00:00 AM,1/11/2009 12:00:00 AM,33797,33797,Not Specified,Not Specified,Office Supplies,Furniture,Small Box,Small Box,Xerox 188,Eldon Image Series Black Desk Accessories,Paper,Office Furnishings,Quebec,Quebec,Quebec,Quebec,4758,4757,1/11/2009 12:00:00 AM,1/13/2009 12:00:00 AM,Regular Air,Express Air,,,,0.03,0.05,0,1,1,18,29,0.36,0.49,30.53,-103.78,216.87,138.17,5.01,6.6,11.34,4.14
